char_ar,char_en,char1_ar,char2_ar,char3_ar,char1_en,char2_en,char3_en,plate_no,price,class,plate_no_length,similar_digits,sepcial_date,saudi_tribes,One Digit,Two Digits (Same),Two Digits (Different),Three Digits (Same),Three Digits (Different),Four Digits (Same),Four Digits (Different),emergency_no,in_order,reversed_order,same_middles_no,plaindromic_no,same_first_last_no,same_two_sides,one_digit_zero,one_digit_one,one_digit_two,one_digit_three,one_digit_four,one_digit_five,one_digit_six,one_digit_seven,one_digit_eight,one_digit_nine,is_triple_letters,is_one_letters,First_Third_Match,is_sequence,Contains_Tribe,contains_special_words,contains_special_cars,connect_12,connect_23,combined_word,word_freq_score,first_name_rank,result
ب ك ح,J K B,ب,ك,ح,B,K,J,9608,1000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بكح,0.0,0.0,False
ب ك د,D K B,ب,ك,د,B,K,D,222,22000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بكد,8.671268334771355,0.0,False
ب ك د,D K B,ب,ك,د,B,K,D,2111,3500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بكد,8.671268334771355,0.0,False
ب ك ر,R K B,ب,ك,ر,B,K,R,84,35000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بكر,90.8541846419327,97.76785714285714,False
ب ك ر,R K B,ب,ك,ر,B,K,R,700,50000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بكر,90.8541846419327,97.76785714285714,False
ب ك ر,R K B,ب,ك,ر,B,K,R,1008,12000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بكر,90.8541846419327,97.76785714285714,False
ب ك ر,R K B,ب,ك,ر,B,K,R,6000,39000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بكر,90.8541846419327,97.76785714285714,False
ب ك س,S K B,ب,ك,س,B,K,S,48,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بكس,24.71958584987058,17.485119047619047,False
ب ك ك,K K B,ب,ك,ك,B,K,K,8881,20000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بكك,27.998274374460745,0.0,False
ب ك ل,L K B,ب,ك,ل,B,K,L,888,27000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بكل,96.03106125970665,62.53720238095239,False
ب ك ل,L K B,ب,ك,ل,B,K,L,8887,3000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بكل,96.03106125970665,62.53720238095239,False
ب ل ب,B L B,ب,ل,ب,B,L,B,88,37000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,بلب,0.0,0.0,False
ب ل د,D L B,ب,ل,د,B,L,D,505,100000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بلد,88.22260569456428,47.65625,False
ب ل د,D L B,ب,ل,د,B,L,D,5595,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بلد,88.22260569456428,47.65625,False
ب ل د,D L B,ب,ل,د,B,L,D,7733,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بلد,88.22260569456428,47.65625,False
ب ل س,S L B,ب,ل,س,B,L,S,707,11000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بلس,71.48403796376186,19.717261904761905,False
ب ل ط,T L B,ب,ل,ط,B,L,T,3,35000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بلط,0.0,0.0,False
ب ل ط,T L B,ب,ل,ط,B,L,T,9909,4500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بلط,0.0,0.0,False
ب ل ع,E L B,ب,ل,ع,B,L,E,2030,15000,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بلع,36.4106988783434,0.0,False
ب ل ك,K L B,ب,ل,ك,B,L,K,888,50000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بلك,23.1665228645384,0.0,False
ب ل ل,L L B,ب,ل,ل,B,L,L,1,115000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بلل,36.108714408973256,82.8125,False
ب ل و,U L B,ب,ل,و,B,L,U,1,200000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بلو,56.988783433994826,67.41071428571429,False
ب ل و,U L B,ب,ل,و,B,L,U,77,60000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بلو,56.988783433994826,67.41071428571429,False
ب ل و,U L B,ب,ل,و,B,L,U,1666,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بلو,56.988783433994826,67.41071428571429,False
ب م ب,B Z B,ب,م,ب,B,Z,B,4447,3000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,بمب,0.0,0.0,False
ب م د,D Z B,ب,م,د,B,Z,D,6661,20000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بمد,39.68938740293356,0.0,False
ب م ر,R Z B,ب,م,ر,B,Z,R,1223,2000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بمر,15.616911130284729,0.0,False
ب م ط,T Z B,ب,م,ط,B,Z,T,777,21000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بمط,0.0,0.0,False
ب م م,Z Z B,ب,م,م,B,Z,Z,8882,3000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بمم,0.0,0.0,False
ب ن ح,J N B,ب,ن,ح,B,N,J,6664,1500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بنح,0.0,0.0,False
ب ن ر,R N B,ب,ن,ر,B,N,R,1,50000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بنر,40.20707506471096,0.0,False
ب ن ط,T N B,ب,ن,ط,B,N,T,4757,7000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بنط,0.0,0.0,False
ب ن ق,G N B,ب,ن,ق,B,N,G,55,18000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بنق,0.0,29.203869047619047,False
ب ن ك,K N B,ب,ن,ك,B,N,K,5858,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بنك,89.47368421052632,0.0,False
ب ن ك,K N B,ب,ن,ك,B,N,K,6055,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بنك,89.47368421052632,0.0,False
ب ن ك,K N B,ب,ن,ك,B,N,K,7500,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بنك,89.47368421052632,0.0,False
ب ن ك,K N B,ب,ن,ك,B,N,K,8288,20000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بنك,89.47368421052632,0.0,False
ب ن م,Z N B,ب,ن,م,B,N,Z,33,35000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بنم,0.0,0.0,False
ب ن م,Z N B,ب,ن,م,B,N,Z,2030,4000,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بنم,0.0,0.0,False
ب ن ن,N N B,ب,ن,ن,B,N,N,4224,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بنن,0.0,42.89434523809524,False
ب ن ه,H N B,ب,ن,ه,B,N,H,5,140000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,بنه,35.116479723899914,21.763392857142858,False
ب ن و,U N B,ب,ن,و,B,N,U,3057,10000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بنو,71.87230371009491,71.57738095238095,False
ب ن ى,V N B,ب,ن,ى,B,N,V,51,13000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بنى,93.22691975841244,87.05357142857143,False
ب ه ب,B H B,ب,ه,ب,B,H,B,8,99000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,بهب,0.0,0.0,False
ب ه ب,B H B,ب,ه,ب,B,H,B,7277,1000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,بهب,0.0,0.0,False
ب ه د,D H B,ب,ه,د,B,H,D,9,100000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,بهد,0.0,0.0,False
ب ه ر,R H B,ب,ه,ر,B,H,R,16,25000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بهر,2.6747195858498705,0.0,False
ب ه ص,X H B,ب,ه,ص,B,H,X,7333,15000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بهص,0.0,0.0,False
ب ه ع,E H B,ب,ه,ع,B,H,E,44,22000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بهع,0.0,0.0,False
ب ه ه,H H B,ب,ه,ه,B,H,H,1881,3000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بهه,4.443485763589301,0.0,False
ب ه و,U H B,ب,ه,و,B,H,U,97,14000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بهو,32.52804141501294,0.0,False
ب ه و,U H B,ب,ه,و,B,H,U,700,6000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بهو,32.52804141501294,0.0,False
ب ه ى,V H B,ب,ه,ى,B,H,V,76,13500,,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بهى,24.892148403796376,12.909226190476192,False
ب و ح,J U B,ب,و,ح,B,U,J,80,80000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بوح,86.36755823986195,89.13690476190477,False
ب و ح,J U B,ب,و,ح,B,U,J,1714,6000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بوح,86.36755823986195,89.13690476190477,False
ب و س,S U B,ب,و,س,B,U,S,2018,5500,,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بوس,54.400345125107854,0.0,False
ب و ط,T U B,ب,و,ط,B,U,T,3305,7000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بوط,0.0,0.0,False
ب و ع,E U B,ب,و,ع,B,U,E,4664,4000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بوع,0.0,0.0,False
ب و ن,N U B,ب,و,ن,B,U,N,2,200000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بون,50.5176876617774,31.10119047619048,False
ب و ه,H U B,ب,و,ه,B,U,H,99,27000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بوه,31.837791199309752,0.0,False
ب و ى,V U B,ب,و,ى,B,U,V,8100,4000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بوى,47.10957722174288,49.55357142857143,False
ب ى أ,A V B,ب,ى,أ,B,V,A,9000,12000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بىأ,60.09490940465919,23.8467261904762,False
ب ى ص,X V B,ب,ى,ص,B,V,X,80,15000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بىص,0.0,0.0,False
ب ى م,Z V B,ب,ى,م,B,V,Z,2060,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بىم,13.114754098360656,0.0,False
ب ى ى,V V B,ب,ى,ى,B,V,V,7,145000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,بىى,14.020707506471094,10.379464285714286,False
ب ى ى,V V B,ب,ى,ى,B,V,V,505,50000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بىى,14.020707506471094,10.379464285714286,False
ب ي د,B V D,ب,ي,د,D,V,B,6000,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,بيد,0.0,0.0,False
ح أ أ,A A J,ح,أ,أ,J,A,A,42,14000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حأأ,0.0,0.0,False
ح أ ب,B A J,ح,أ,ب,J,A,B,15,80000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حأب,60.18119068162208,0.0,False
ح أ ب,B A J,ح,أ,ب,J,A,B,2202,40000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حأب,60.18119068162208,0.0,False
ح أ د,D A J,ح,أ,د,J,A,D,1441,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حأد,70.01725625539258,0.0,False
ح أ ر,R A J,ح,أ,ر,J,A,R,29,45000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حأر,63.934426229508205,42.15029761904761,False
ح أ ر,R A J,ح,أ,ر,J,A,R,72,30000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حأر,63.934426229508205,42.15029761904761,False
ح أ ر,R A J,ح,أ,ر,J,A,R,99,80000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حأر,63.934426229508205,42.15029761904761,False
ح أ ر,R A J,ح,أ,ر,J,A,R,570,25000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حأر,63.934426229508205,42.15029761904761,False
ح أ ر,R A J,ح,أ,ر,J,A,R,7227,23000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حأر,63.934426229508205,42.15029761904761,False
ح أ ر,R A J,ح,أ,ر,J,A,R,9966,9000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حأر,63.934426229508205,42.15029761904761,False
ح أ ط,T A J,ح,أ,ط,J,A,T,7,33000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,حأط,49.9137187230371,0.0,False
ح أ ل,L A J,ح,أ,ل,J,A,L,6660,14000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حأل,94.90940465918897,66.18303571428571,False
ح أ م,Z A J,ح,أ,م,J,A,Z,4321,8000,,4,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حأم,28.94736842105264,19.717261904761905,False
ح أ ن,N A J,ح,أ,ن,J,A,N,2992,2000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حأن,78.99050905953409,88.16964285714286,False
ح أ و,U A J,ح,أ,و,J,A,U,6667,6000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حأو,0.0,0.0,False
ح ب ب,B B J,ح,ب,ب,J,B,B,2300,9000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حبب,50.431406384814494,17.485119047619047,False
ح ب د,D B J,ح,ب,د,J,B,D,777,20000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حبد,0.0,0.0,False
ح ب ع,E B J,ح,ب,ع,J,B,E,444,20000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حبع,0.0,0.0,False
ح ب ع,E B J,ح,ب,ع,J,B,E,888,17500,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حبع,0.0,0.0,False
ح ب ق,G B J,ح,ب,ق,J,B,G,9444,3000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حبق,0.0,0.0,False
ح ب ك,K B J,ح,ب,ك,J,B,K,9,20000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,حبك,89.73252804141502,0.0,False
ح ب ك,K B J,ح,ب,ك,J,B,K,4428,3000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حبك,89.73252804141502,0.0,False
ح ب ل,L B J,ح,ب,ل,J,B,L,6075,10000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حبل,71.78602243313202,19.717261904761905,False
ح ب ه,H B J,ح,ب,ه,J,B,H,545,12000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حبه,83.56341673856772,68.97321428571429,False
ح ب ه,H B J,ح,ب,ه,J,B,H,777,30000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حبه,83.56341673856772,68.97321428571429,False
ح ب و,U B J,ح,ب,و,J,B,U,10,59000,,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حبو,33.13201035375323,57.961309523809526,False
ح ب و,U B J,ح,ب,و,J,B,U,1551,8500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حبو,33.13201035375323,57.961309523809526,False
ح ب ى,V B J,ح,ب,ى,J,B,V,1122,13000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حبى,82.09663503019846,93.52678571428572,False
ح ب ى,V B J,ح,ب,ى,J,B,V,6160,30000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,حبى,82.09663503019846,93.52678571428572,False
ح ح ب,B J J,ح,ح,ب,J,J,B,7,200000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,ححب,0.0,0.0,False
ح ح ب,B J J,ح,ح,ب,J,J,B,8,200000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,ححب,0.0,0.0,False
ح ح ح,J J J,ح,ح,ح,J,J,J,16,220000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ححح,0.0,63.61607142857143,False
ح ح ح,J J J,ح,ح,ح,J,J,J,410,15000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ححح,0.0,63.61607142857143,False
ح ح ح,J J J,ح,ح,ح,J,J,J,2079,7700,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ححح,0.0,63.61607142857143,False
ح ح ح,J J J,ح,ح,ح,J,J,J,2226,25000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ححح,0.0,63.61607142857143,False
ح ح ح,J J J,ح,ح,ح,J,J,J,2244,35000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ححح,0.0,63.61607142857143,False
ح ح ح,J J J,ح,ح,ح,J,J,J,6504,3500,برونزي,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ححح,0.0,63.61607142857143,False
ح ح ح,J J J,ح,ح,ح,J,J,J,6513,3500,برونزي,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ححح,0.0,63.61607142857143,False
ح ح ح,J J J,ح,ح,ح,J,J,J,6520,3000,برونزي,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ححح,0.0,63.61607142857143,False
ح ح ح,J J J,ح,ح,ح,J,J,J,6527,6500,برونزي,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ححح,0.0,63.61607142857143,False
ح ح ح,J J J,ح,ح,ح,J,J,J,6529,6000,برونزي,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ححح,0.0,63.61607142857143,False
ح ح ح,J J J,ح,ح,ح,J,J,J,6572,6000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ححح,0.0,63.61607142857143,False
